Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,lat,lon
896,2010-09-22 23:07:53,2010-09-22 23:22:49,31106,Calvert & Biltmore St NW,31103,16th & Harvard St NW,W00318,Member,38.9232108,-77.0476393
253,2010-09-22 23:11:50,2010-09-22 23:16:04,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00760,Casual,38.8572997,-77.0511
989,2010-09-22 23:16:20,2010-09-22 23:32:49,31600,5th & K St NW,31104,Adams Mill & Columbia Rd NW,W00948,Casual,38.9025842,-77.0556545
593,2010-09-22 23:18:37,2010-09-22 23:28:31,31604,3rd & H St NW,31203,14th & Rhode Island Ave NW,W00310,Member,38.8994158,-77.0152913
3356,2010-09-22 23:25:03,2010-09-23 00:20:59,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W01067,Casual,38.9002997,-77.0429
803,2010-09-22 23:28:06,2010-09-22 23:41:29,31400,Georgia & New Hampshire Ave NW,31104,Adams Mill & Columbia Rd NW,W00743,Member,38.9360427,-77.024649
605,2010-09-22 23:30:31,2010-09-22 23:40:36,31107,Lamont & Mt Pleasant NW,31106,Calvert & Biltmore St NW,W00928,Casual,38.9319014,-77.0387453
614,2010-09-22 23:38:56,2010-09-22 23:49:10,31104,Adams Mill & Columbia Rd NW,31212,21st & M St NW,W00543,Member,38.9230444,-77.0425553
438,2010-09-22 23:52:51,2010-09-23 00:00:09,31103,16th & Harvard St NW,31111,10th & U St NW,W00032,Member,38.9261399,-77.0366677
541,2010-09-23 00:19:51,2010-09-23 00:28:53,31104,Adams Mill & Columbia Rd NW,31101,14th & V St NW,W00729,Member,38.9230444,-77.0425553
276,2010-09-23 00:33:11,2010-09-23 00:37:48,31013,Eads & 22nd St S,31004,Aurora Hills Community Ctr/18th & Hayes St,W01054,Casual,38.8543888,-77.0534143
349,2010-09-23 00:41:43,2010-09-23 00:47:33,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00376,Member,38.9175997,-77.0321
720,2010-09-23 00:47:38,2010-09-23 00:59:39,31104,Adams Mill & Columbia Rd NW,31400,Georgia & New Hampshire Ave NW,W00743,Member,38.9230444,-77.0425553
2814,2010-09-23 02:01:27,2010-09-23 02:48:22,31013,Eads & 22nd St S,31200,Massachusetts Ave & Dupont Circle NW,W00776,Casual,38.8543888,-77.0534143
305,2010-09-23 02:49:29,2010-09-23 02:54:34,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00930,Member,38.9319014,-77.0387453
476,2010-09-23 03:27:31,2010-09-23 03:35:27,31104,Adams Mill & Columbia Rd NW,31107,Lamont & Mt Pleasant NW,W00194,Member,38.9230444,-77.0425553
600,2010-09-23 06:01:31,2010-09-23 06:11:32,31201,15th & P St NW,31600,5th & K St NW,W00811,Member,38.9098497,-77.034438
2358,2010-09-23 06:53:31,2010-09-23 07:32:49,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00958,Member,38.8484407,-77.051516
572,2010-09-23 06:55:46,2010-09-23 07:05:19,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00566,Member,38.9100997,-77.0444
622,2010-09-23 07:03:55,2010-09-23 07:14:18,31107,Lamont & Mt Pleasant NW,31110,20th St & Florida Ave NW,W00918,Member,38.9319014,-77.0387453
167,2010-09-23 07:12:08,2010-09-23 07:14:55,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00707,Casual,38.8532997,-77.0498
252,2010-09-23 07:23:08,2010-09-23 07:27:20,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W01113,Casual,38.9374997,-77.0328
545,2010-09-23 07:39:41,2010-09-23 07:48:46,31103,16th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00318,Member,38.9261399,-77.0366677
610,2010-09-23 07:47:46,2010-09-23 07:57:56,31103,16th & Harvard St NW,31212,21st & M St NW,W00886,Member,38.9261399,-77.0366677
282,2010-09-23 07:55:09,2010-09-23 07:59:52,31400,Georgia & New Hampshire Ave NW,31602,Park Rd & Holmead Pl NW,W00555,Member,38.9360427,-77.024649
1101,2010-09-23 07:57:30,2010-09-23 08:15:52,31111,10th & U St NW,31204,20th & E St NW,W00637,Member,38.9171997,-77.0259
642,2010-09-23 07:57:47,2010-09-23 08:08:30,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00881,Member,38.8572997,-77.0511
535,2010-09-23 07:58:35,2010-09-23 08:07:30,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00960,Member,38.9374997,-77.0328
1060,2010-09-23 07:59:29,2010-09-23 08:17:10,31603,1st & M St NE,31208,M St & New Jersey Ave SE,W00910,Member,38.9056997,-77.0056
2280,2010-09-23 07:59:54,2010-09-23 08:37:55,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00755,Casual,38.8766997,-77.0178
341,2010-09-23 08:04:56,2010-09-23 08:10:38,31602,Park Rd & Holmead Pl NW,31101,14th & V St NW,W00562,Member,38.9308232,-77.0315137
1604,2010-09-23 08:05:06,2010-09-23 08:31:51,31606,Potomac & Pennsylvania Ave SE,31213,17th & K St NW,w00583,Member,38.8802997,-76.9862
36484,2010-09-23 08:06:32,2010-09-23 18:14:37,31104,Adams Mill & Columbia Rd NW,31104,Adams Mill & Columbia Rd NW,W00376,Casual,38.9230444,-77.0425553
422,2010-09-23 08:06:57,2010-09-23 08:13:59,31007,Crystal City Metro / 18th & Bell St,31000,Eads St & 15th St S,W00840,Member,38.8572997,-77.0511
539,2010-09-23 08:07:13,2010-09-23 08:16:13,31105,14th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00605,Member,38.9267997,-77.0322
384,2010-09-23 08:07:32,2010-09-23 08:13:56,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00559,Member,38.9248997,-77.0222
664,2010-09-23 08:10:09,2010-09-23 08:21:14,31101,14th & V St NW,31212,21st & M St NW,W01012,Casual,38.9175997,-77.0321
1240,2010-09-23 08:11:21,2010-09-23 08:32:02,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00428,Member,38.9232108,-77.0476393
720,2010-09-23 08:14:04,2010-09-23 08:26:04,31600,5th & K St NW,31205,21st & I St NW,W00437,Member,38.9025842,-77.0556545
678,2010-09-23 08:14:59,2010-09-23 08:26:17,31400,Georgia & New Hampshire Ave NW,31600,5th & K St NW,W00347,Member,38.9360427,-77.024649
785,2010-09-23 08:19:10,2010-09-23 08:32:15,31606,Potomac & Pennsylvania Ave SE,31108,4th & M St SW,W00274,Member,38.8802997,-76.9862
3869,2010-09-23 08:20:05,2010-09-23 09:24:35,31107,Lamont & Mt Pleasant NW,31003,15th & Crystal Dr,W00194,Member,38.9319014,-77.0387453
385,2010-09-23 08:24:25,2010-09-23 08:30:50,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00960,Casual,38.9175997,-77.0321
987,2010-09-23 08:25:07,2010-09-23 08:41:34,31105,14th & Harvard St NW,31204,20th & E St NW,W00288,Member,38.9267997,-77.0322
317,2010-09-23 08:25:10,2010-09-23 08:30:28,31203,14th & Rhode Island Ave NW,31213,17th & K St NW,W00711,Member,38.9085997,-77.0323
577,2010-09-23 08:26:16,2010-09-23 08:35:54,31202,14th & R St NW,31100,19th St & Pennsylvania Ave NW,W00526,Member,38.9126963,-77.03167
459,2010-09-23 08:31:34,2010-09-23 08:39:14,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00318,Member,38.9085997,-77.0323
945,2010-09-23 08:39:02,2010-09-23 08:54:47,31400,Georgia & New Hampshire Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00743,Casual,38.9360427,-77.024649
421,2010-09-23 08:39:10,2010-09-23 08:46:11,31104,Adams Mill & Columbia Rd NW,31101,14th & V St NW,W00948,Member,38.9230444,-77.0425553
810,2010-09-23 08:40:23,2010-09-23 08:53:54,31103,16th & Harvard St NW,31213,17th & K St NW,W00508,Casual,38.9261399,-77.0366677
1232,2010-09-23 08:41:30,2010-09-23 09:02:02,31201,15th & P St NW,31110,20th St & Florida Ave NW,W01050,Member,38.9098497,-77.034438
1008,2010-09-23 08:41:56,2010-09-23 08:58:45,31105,14th & Harvard St NW,31204,20th & E St NW,W00220,Casual,38.9267997,-77.0322
683,2010-09-23 08:42:30,2010-09-23 08:53:54,31201,15th & P St NW,31205,21st & I St NW,W00614,Member,38.9098497,-77.034438
24343,2010-09-23 08:43:51,2010-09-23 15:29:35,31111,10th & U St NW,31212,21st & M St NW,W00472,Member,38.9171997,-77.0259
1349,2010-09-23 08:47:32,2010-09-23 09:10:02,31600,5th & K St NW,31600,5th & K St NW,W00885,Casual,38.9025842,-77.0556545
623,2010-09-23 08:48:39,2010-09-23 08:59:02,31203,14th & Rhode Island Ave NW,31604,3rd & H St NW,W01069,Member,38.9085997,-77.0323
940,2010-09-23 08:48:54,2010-09-23 09:04:34,31607,14th & D St SE,31108,4th & M St SW,W00549,Member,38.8839997,-76.9861
584,2010-09-23 08:51:33,2010-09-23 09:01:17,31101,14th & V St NW,31212,21st & M St NW,W00948,Member,38.9175997,-77.0321
315,2010-09-23 08:53:07,2010-09-23 08:58:23,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00742,Member,38.9100997,-77.0444
1459,2010-09-23 08:53:08,2010-09-23 09:17:28,31101,14th & V St NW,31502,John McCormack Dr & Michigan Ave NE,W00729,Member,38.9175997,-77.0321
854,2010-09-23 09:03:03,2010-09-23 09:17:18,31204,20th & E St NW,31600,5th & K St NW,W00048,Member,38.8963209,-77.045018
884,2010-09-23 09:03:38,2010-09-23 09:18:22,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W00811,Casual,38.9025842,-77.0556545
429,2010-09-23 09:04:22,2010-09-23 09:11:32,31110,20th St & Florida Ave NW,31203,14th & Rhode Island Ave NW,W00557,Member,38.9153997,-77.0446
207,2010-09-23 09:07:44,2010-09-23 09:11:12,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00570,Member,38.9100997,-77.0444
1609,2010-09-23 09:08:05,2010-09-23 09:34:54,31103,16th & Harvard St NW,31605,3rd & D St SE,W00773,Casual,38.9261399,-77.0366677
691,2010-09-23 09:15:15,2010-09-23 09:26:46,31105,14th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00340,Member,38.9267997,-77.0322
253,2010-09-23 09:19:22,2010-09-23 09:23:35,31104,Adams Mill & Columbia Rd NW,31110,20th St & Florida Ave NW,W00930,Member,38.9230444,-77.0425553
26866,2010-09-23 09:20:07,2010-09-23 16:47:54,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00491,Casual,38.9100997,-77.0444
190,2010-09-23 09:20:11,2010-09-23 09:23:22,31111,10th & U St NW,31101,14th & V St NW,W00977,Member,38.9171997,-77.0259
558,2010-09-23 09:21:32,2010-09-23 09:30:51,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00556,Member,38.9232108,-77.0476393
622,2010-09-23 09:22:12,2010-09-23 09:32:35,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00928,Member,38.9232108,-77.0476393
490,2010-09-23 09:26:00,2010-09-23 09:34:11,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00285,Member,38.9100997,-77.0444
408,2010-09-23 09:33:25,2010-09-23 09:40:14,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00988,Member,38.9098497,-77.034438
391,2010-09-23 09:38:27,2010-09-23 09:44:58,31109,7th & T St NW,31203,14th & Rhode Island Ave NW,W01074,Casual,38.9154997,-77.0222
254,2010-09-23 09:42:36,2010-09-23 09:46:50,31101,14th & V St NW,31110,20th St & Florida Ave NW,W00512,Member,38.9175997,-77.0321
717,2010-09-23 09:44:49,2010-09-23 09:56:46,31400,Georgia & New Hampshire Ave NW,31201,15th & P St NW,W00640,Member,38.9360427,-77.024649
1302,2010-09-23 09:45:20,2010-09-23 10:07:03,31109,7th & T St NW,31108,4th & M St SW,W00641,Member,38.9154997,-77.0222
838,2010-09-23 09:52:51,2010-09-23 10:06:49,31202,14th & R St NW,31205,21st & I St NW,W00577,Casual,38.9126963,-77.03167
684,2010-09-23 10:19:36,2010-09-23 10:31:00,31109,7th & T St NW,31604,3rd & H St NW,W00482,Member,38.9154997,-77.0222
317,2010-09-23 10:25:42,2010-09-23 10:30:59,31201,15th & P St NW,31213,17th & K St NW,W01099,Member,38.9098497,-77.034438
18491,2010-09-23 10:29:37,2010-09-23 15:37:48,31602,Park Rd & Holmead Pl NW,31206,19th & E Street NW,W00159,Casual,38.9308232,-77.0315137
18479,2010-09-23 10:29:44,2010-09-23 15:37:44,31602,Park Rd & Holmead Pl NW,31206,19th & E Street NW,W00775,Casual,38.9308232,-77.0315137
690,2010-09-23 10:33:23,2010-09-23 10:44:53,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00221,Member,38.9085997,-77.0323
436,2010-09-23 10:57:22,2010-09-23 11:04:39,31205,21st & I St NW,31213,17th & K St NW,W00285,Member,38.9007997,-77.047
172,2010-09-23 10:59:19,2010-09-23 11:02:12,31212,21st & M St NW,31205,21st & I St NW,W01081,Casual,38.9053609,-77.0467762
1871,2010-09-23 11:09:09,2010-09-23 11:40:21,31110,20th St & Florida Ave NW,31604,3rd & H St NW,W01050,Casual,38.9153997,-77.0446
2012,2010-09-23 11:09:39,2010-09-23 11:43:12,31110,20th St & Florida Ave NW,31604,3rd & H St NW,W00930,Casual,38.9153997,-77.0446
434,2010-09-23 11:13:11,2010-09-23 11:20:25,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00277,Member,38.9085997,-77.0323
564,2010-09-23 11:22:39,2010-09-23 11:32:03,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00435,Member,38.9261399,-77.0366677
6026,2010-09-23 11:24:46,2010-09-23 13:05:12,31205,21st & I St NW,31006,S Joyce & Army Navy Dr,W01008,Casual,38.9007997,-77.047
489,2010-09-23 11:25:02,2010-09-23 11:33:11,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00736,Member,38.9175997,-77.0321
798,2010-09-23 11:25:46,2010-09-23 11:39:04,31213,17th & K St NW,31213,17th & K St NW,W01099,Member,38.9027555,-77.0386382
242,2010-09-23 11:35:31,2010-09-23 11:39:33,31103,16th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W00990,Member,38.9261399,-77.0366677
800,2010-09-23 11:38:00,2010-09-23 11:51:20,31111,10th & U St NW,31212,21st & M St NW,W00850,Member,38.9171997,-77.0259
685,2010-09-23 11:39:56,2010-09-23 11:51:22,31101,14th & V St NW,31603,1st & M St NE,W00562,Member,38.9175997,-77.0321
2377,2010-09-23 11:40:32,2010-09-23 12:20:10,31200,Massachusetts Ave & Dupont Circle NW,31206,19th & E Street NW,W01070,Casual,38.9100997,-77.0444
